account,date_added_to_library,audible_product_id,locale,title,subtitle,authors,narrators,length_in_minutes,description,publisher,has_pdf,series_names,series_order,community_rating_overall,community_rating_performance,community_rating_story,coverOid,is_abridged,date_published,categories,my_rating_overall,my_rating_performance,my_rating_story,my_libation_tags,book_liberated_status,pdf_liberated_status,content_type,audio_format,language,last_downloaded,last_downloaded_version
victor.tolbert@gmail.com,2/17/2019 1:15:48PM,0525642293,us,The Bullet Journal Method,"Track the Past, Order the Present, Design the Future",Ryder Carroll,Ryder Carroll,343,"<p><b>The long-awaited first book by the founder of the enormously popular Bullet Journal® organizational system. </b></p> <p>For years Ryder Carroll tried countless organizing systems, Online and off, but none of them fit the way his mind worked. Out of sheer necessity, he developed a method called the Bullet Journal that helped him become consistently focused and effective. When he started sharing his system with friends who faced similar challenges, it went viral. Just a few years later, to his astonishment, Bullet Journaling is a global movement. </p> <p><i>The Bullet Journal Method</i> is about much more than organizing your notes and to-do lists. It's about what Carroll calls ""intentional living"": weeding out distractions and focusing your time and energy in pursuit of what's truly meaningful, in both your work and your personal life. It's about spending more time with what you care about, by working on fewer things. His new book shows you how to...</p> <p></p> <ul> <li><b>Track the past: </b>Using nothing more than a pen and paper, create a clear and comprehensive record of your thoughts.</li> <li><b>Order the present:</b> Find daily calm by tackling your to-do list in a more mindful, systematic, and productive way.</li> <li><b>Design the future:</b> Transform your vague curiosities into meaningful goals, and then break those goals into manageable action steps that lead to big change. </li> </ul> <p>Carroll wrote this book for frustrated list-makers, overwhelmed multitaskers, and creatives who need some structure. Whether you've used a Bullet Journal for years or have never seen one before, <i>The Bullet Journal Method</i> will help you go from passenger to pilot of your own life.</p> <p><b>*Includes a bonus PDF with visuals</b></p> <p><b>PLEASE NOTE: When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio.</b> </p>",Penguin Audio,True,,,4.7286434,4.727405,4.689299,61LDmMYiyYL,False,10/23/2018 7:00:00AM,"Career Success, Personal Success",5,0,0,,NotLiberated,NotLiberated,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,2/11/2019 11:08:13AM,B01M4IDLAG,us,The Daily Stoic,"366 Meditations on Wisdom, Perseverance, and the Art of Living","Ryan Holiday, Stephen Hanselman",Brian Holsopple,606,"<p>From the team that brought you <i>The Obstacle Is the Way</i> and <i>Ego Is the Enemy</i>, a beautiful daily devotional of Stoic meditations. </p> <p>Why have history's greatest minds - from George Washington to Frederick the Great to Ralph Waldo Emerson along with today's top performers, from Super Bowl-winning football coaches to CEOs and celebrities - embraced the wisdom of the ancient Stoics? Because they realize that the most valuable wisdom is timeless and that philosophy is for living a better life, not a classroom exercise. </p> <p><i>The Daily Stoic</i> offers a daily devotional of Stoic insights and exercises, featuring all-new translations from Emperor Marcus Aurelius, playwright Seneca, and slave-turned-philosopher Epictetus as well as lesser-known luminaries like Zeno, Cleanthes, and Musonius Rufus. Every day of the year, you'll find one of their pithy, powerful quotations as well as historical anecdotes, provocative commentary, and a helpful glossary of Greek terms. By following these teachings over the course of a year (and, indeed, for years to come), you'll find the serenity, self-knowledge, and resilience you need to live well. </p>","LevelFiveMedia, LLC",False,,,4.7579403,4.6991186,4.762698,514WgltUohL,False,10/18/2016 7:00:00AM,"Personal Success, Motivation & Self-Improvement, Philosophy, Greek & Roman",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,1/6/2019 11:13:21PM,B018WINMJM,us,The Productivity Project,"Accomplishing More by Managing Your Time, Attention, and Energy",Chris Bailey,Chris Bailey,493,"<p>A fresh, personal, and entertaining exploration of a topic that concerns all of us: how to be more productive at work and in every facet of our lives. </p> <p>Chris Bailey turned down lucrative job offers to pursue a lifelong dream - to spend a year performing a deep dive experiment into the pursuit of productivity, a subject he had been enamored with since he was a teenager. After obtaining his business degree, he created a blog to chronicle a year-long series of productivity experiments he conducted on himself, where he also continued his research and interviews with some of the world's foremost experts, from Charles Duhigg to David Allen. Among the experiments that he tackled: Bailey went several weeks with getting by on little to no sleep; he cut out caffeine and sugar; he lived in total isolation for 10 days; he used his smartphone for just an hour a day for three months; he gained ten pounds of muscle mass; he stretched his work week to 90 hours; a late riser, he got up at 5:30 every morning for three months - all the while monitoring the impact of his experiments on the quality and quantity of his work. </p> <p><i>The Productivity Project</i> - and the lessons Chris learned - are the result of that year-long journey. Among the counterintuitive insights Chris Bailey will teach you: </p> <p></p> <ul> <li>Slowing down to work more deliberately; </li> <li>shrinking or eliminating the unimportant; </li> <li>the rule of three; </li> <li>striving for imperfection; </li> <li>scheduling less time for important tasks; </li> <li>the 20 second rule to distract yourself from the inevitable distractions; </li> <li>and the concept of productive procrastination. </li> </ul> <p></p> <p>In an eye-opening and thoroughly engaging listen, Bailey offers a treasure trove of insights and over 25 best practices that will help you accomplish more. </p>",Brilliance Audio,False,,,4.414849,4.430757,4.3847404,51dB4k070QL,False,1/5/2016 8:00:00AM,"Career Success, Time Management",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:27:15PM,B07DPTBJ84,us,Hyperfocus,How to Be More Productive in a World of Distraction,Chris Bailey,Chris Bailey,400,"<p><b>A practical guide to managing your attention - the most powerful resource you have to get stuff done, become more creative, and live a meaningful life</b></p> <p>Our attention has never been as overwhelmed as it is today. Many of us recognize that our brains struggle to multitask. Despite this, we feel compelled to do so anyway while we fill each moment of our lives to the brim with mindless distraction. <i>Hyperfocus </i>provides profound insights into how you can best take charge of your attention to achieve a greater sense of purpose and productivity throughout the day.  </p> <p>The most recent neuroscientific research reveals that our brain has two powerful modes that can be unlocked when we use our attention effectively: a focused mode (hyperfocus), which is the foundation for being highly productive, and a creative mode (scatterfocus), which enables us to connect ideas in novel ways. <i>Hyperfocus </i>helps you access each of the two mental modes so you can concentrate more deeply, think more clearly, and work and live more deliberately every day. Chris Bailey examines such topics such as:  </p> <ul> <li>Identifying and dealing with the four key types of distraction and interruption</li> <li>Establishing a clear physical and mental environment in which to work</li> <li>Controlling motivation and working fewer hours to become more productive</li> <li>Taking time-outs with intention</li> <li>Multitasking strategically</li> <li>Learning when to pay attention and when to let your mind wander wherever it wants to</li> </ul> <p>By transforming how you think about your attention, <i>Hyperfocus </i>reveals that the more effectively you learn to take charge of it, the better you'll be able to manage every aspect of your life.</p>",Penguin Audio,False,,,4.523656,4.60582,4.474599,51-7KbWKGeL,False,8/28/2018 7:00:00AM,"Career Success, Personal Success, Time Management, Psychology, Creativity",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:26:53PM,B00EYNQSGO,us,You Are a Badass,How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Jen Sincero,345,"<p><b>Audie Award Winner, Personal Development, 2014</b> </p> <p>Best-selling author, speaker, and world-traveling success coach Jen Sincero cuts through the din of the self-help genre with her own verbal meat cleaver in <i>You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life</i>. In this refreshingly blunt how-to guide, Sincero serves up 27 bite-sized chapters full of hilariously inspiring stories, life-changing insights, easy exercises, and the occasional swear word. </p> <p>Via chapters such as ""Your Brain Is Your Bitch"", ""Fear Is for Suckers"", and ""My Subconscious Made Me Do It"", Sincero takes you on a wild joy ride to your own transformation, helping you create the money, relationships, career, and general all-around awesomeness you so desire. And should you be one of those people who dreads getting busted with a self-help book in your hands, fear not. </p> <p>Sincero, a former skeptic herself, delivers the goods minus the New Age cheese, giving even the snarkiest of poo-pooers exactly what they need to get out of their ruts and start kicking some ass. By the end of <i>You Are a Badass</i>, you will understand why you are how you are, how to love what you can't change, how to change what you don't love, and how to start living the kind of life you used to be jealous of. </p>",Tantor Audio,False,,,4.6443186,4.668293,4.612918,51vAIuJfqTL,False,9/16/2013 7:00:00AM,Personal Success,0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:16:12PM,B07B3BCZ9S,us,Becoming,,Michelle Obama,Michelle Obama,1143,"<p><b>An intimate, powerful, and inspiring memoir by the former first lady of the United States.</b></p> <p><b>Number one </b><b><i>New York Times </i></b><b>best seller</b> </p> <p><b>Watch the Emmy-nominated Netflix original documentary</b></p> <p><b>Oprah’s Book Club Pick</b></p> <p><b>NAACP Image Award Winner</b></p> <p><b>One of </b><b><i>Essence</i></b><b>’s 50 most impactful Black books of the past 50 years </b> </p> <p>In a life filled with meaning and accomplishment, Michelle Obama has emerged as one of the most iconic and compelling women of our era. As first lady of the United States of America - the first African American to serve in that role - she helped create the most welcoming and inclusive White House in history while also establishing herself as a powerful advocate for women and girls in the US and around the world, dramatically changing the ways that families pursue healthier and more active lives, and standing with her husband as he led America through some of its most harrowing moments. Along the way, she showed us a few dance moves, crushed Carpool Karaoke, and raised two down-to-earth daughters under an unforgiving media glare.</p> <p>In her memoir, a work of deep reflection and mesmerizing storytelling, Michelle Obama invites listeners into her world, chronicling the experiences that have shaped her - from her childhood on the South Side of Chicago to her years as an executive balancing the demands of motherhood and work to her time spent at the world's most famous address. With unerring honesty and lively wit, she describes her triumphs and her disappointments, both public and private, telling her full story as she has lived it - in her own words and on her own terms. Warm, wise, and revelatory, <i>Becoming </i>is the deeply personal reckoning of a woman of soul and substance who has steadily defied expectations - and whose story inspires us to do the same.</p>",Random House Audio,False,,,4.8935876,4.9107113,4.8860397,51QMk4Lt1kL,False,11/13/2018 8:00:00AM,"Politicians, Women",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:15:43PM,B0036FLXLQ,us,Rework,,"Jason Fried, David Heinemeier Hansson",Mike Chamberlain,170,"<p>From the founders of the trailblazing software company 37signals, here is a different kind of business book one that explores a new reality. Today, anyone can be in business. Tools that used to be out of reach are now easily accessible. Technology that cost thousands is now just a few bucks or even free. Stuff that was impossible just a few years ago is now simple.That means anyone can start a business. And you can do it without working miserable 80-hour weeks or depleting your life savings. You can start it on the side while your day job provides all the cash flow you need. Forget about business plans, meetings, office space - you don't need them.</p> <p>With its straightforward language and easy-is-better approach, <i>Rework</i> is the perfect playbook for anyone who's ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs who want to get out, and artists who don't want to starve anymore will all find valuable inspiration and guidance in these pages. It's time to rework work.</p>",Random House Audio,False,,,4.4242826,4.5517864,4.415193,41jq-ouUBkL,False,3/9/2010 5:00:00AM,"Career Success, Personal Success, Entrepreneurship, Motivation & Self-Improvement, Small Business",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:14:46PM,0062877089,us,It Doesn't Have to Be Crazy at Work,,"Jason Fried, David Heinemeier Hansson",Eileen Stevens,198,"<p>In this timely manifesto, the authors of the <i>New York Times</i> best-seller <i>Rework </i>broadly reject the prevailing notion that long hours, aggressive hustle, and ""whatever it takes"" are required to run a successful business today.</p> <p>In <i>Rework</i>, Jason Fried and David Heinemeier Hansson introduced a new path to working effectively. Now, they build on their message with a bold, iconoclastic strategy for creating the ideal company culture - what they call ""the calm company"". Their approach directly attacks the chaos, anxiety, and stress that plagues millions of workplaces and hampers billions of workers every day.</p> <p>Long hours, an excessive workload, and a lack of sleep have become a badge of honor for modern professionals. But it should be a mark of stupidity, the authors argue. Sadly, this isn’t just a problem for large organizations - individuals, contractors, and solopreneurs are burning themselves out the same way. The answer to better productivity isn’t more hours - it’s less waste and fewer things that induce distraction and persistent stress.</p> <p>It’s time to stop celebrating crazy and start celebrating calm, Fried and Hansson assert.</p> <p>Fried and Hansson have the proof to back up their argument. ""Calm"" has been the cornerstone of their company’s culture since Basecamp began 20 years ago. Destined to become the management guide for the next generation, <i>It Doesn't Have to Be Crazy at Work</i> is a practical and inspiring distillation of their insights and experiences. It isn’t an audiobook telling you what to do. It’s an audiobook showing you what they’ve done - and how any manager or executive, no matter the industry or size of the company, can do it, too.</p>",HarperAudio,False,,,4.4748726,4.5951557,4.4496527,518+RH+ONSL,False,10/2/2018 7:00:00AM,"Career Success, Management, Organizational Behavior, Workplace Culture",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/2/2018 9:13:52PM,197860517X,us,Storyworthy,"Engage, Teach, Persuade, and Change Your Life Through the Power of Storytelling","Matthew Dicks, Dan Kennedy - foreword","Matthew Dicks, John Glouchevitch",601,"<p><b>A five-time Moth GrandSLAM winner and bestselling novelist shows how to tell a great story - and why doing so matters</b>.</p> <p>Whether we realize it or not, we are always telling stories. On a first date or job interview, at a sales presentation or therapy appointment, with family or friends, we are constantly narrating events and interpreting emotions and actions. In this compelling book, storyteller extraordinaire Matthew Dicks presents wonderfully straightforward and engaging tips and techniques for constructing, telling, and polishing stories that will hold the attention of your audience (no matter how big or small). He shows that anyone can learn to be an appealing storyteller, that everyone has something “storyworthy” to express, and, perhaps most important, that the act of creating and telling a tale is a powerful way of understanding and enhancing your own life.</p>",Brilliance Audio,False,,,4.6071095,4.611349,4.6552095,51foPoGk58L,False,8/27/2018 12:57:00PM,"Career Success, Entertainment & Performing Arts, Communication & Social Skills",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/24/2017 3:07:44AM,B074PC9JRM,us,The Book of Leon,Philosophy of a Fool,"Leon Black, JB Smoove - contributor, Iris Bahr",Leon Black,312,"<p><b>2018 Audie Award Finalist for Humor</b></p> <p>Everyone's favorite houseguest who never left, Leon Black (played by award-winning comedian JB Smoove from HBO's <i>Curb Your Enthusiasm</i>), drops his wisdom and good-bad advice for the masses. Learn the secrets Larry David has gleaned from the Falstaff of television. Live your best Leon. Bring the ruckus. </p> <p>Aristotle. Gandhi. Lao Tzu. Dr. Ruth. </p> <p>Amateurs. </p> <p>For centuries, bespectacled dorks have pored over the scrolls of the ancients, read tea leaves, and looked to the stars for philosophy, wisdom, and advice. While some people have probably offered good advice, and others offer bad advice, Leon is here to offer his brand of good-bad advice. These are the musings of a master genius spitting out the secrets of the universe - to help you become just like him. </p> <p>Be forewarned: in opening this audiobook and Leon's mind, you need to be prepared for straight talk. The kind of unfiltered blunt straight talk that pounds on your door; invites itself in; makes itself at home; helps itself to your food, your security pass code, and your expensive organic beet juice; and finally makes itself comfortable on that twin bed in your guest room. All the while you think you're helping it - but really it's helping you help yourself! </p> <p>Because that's how this book doozit. </p> <p>Leon Black: He ain't wrong...he just ain't right. </p>",Simon & Schuster Audio,False,,,4.240196,4.592896,4.107438,51c9PnJmTWL,False,10/10/2017 7:00:00AM,"Literary History & Criticism, United States, Satire",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/24/2017 3:04:58AM,B074VH75H5,us,The Last Black Unicorn,,Tiffany Haddish,Tiffany Haddish,389,"<p>Best Spoken Word Grammy Award nominee! </p> <p>From stand-up comedian and actress Tiffany Haddish comes <i>The Last Black Unicorn</i>, a hilarious, edgy, and heart-wrenching collection of autobiographical essays that will leave you laughing through tears. </p> <p>Tiffany Haddish grew up in one of the poorest parts of South Central Los Angeles. Her mother wound up with a debilitating brain injury after surviving a car accident. Tiffany never fit in anywhere: not in the households she rotated through in the foster care system and certainly not at the nearly all white high school she had to ride the bus an hour to attend. As an illiterate ninth grader, Tiffany did everything she could to survive. After a multitude of jobs, she finally realized that she had talent in an area she never would have suspected: comedy. Tiffany faced the 'routine' hindrances of climbing the entertainment business ladder - but had the added obstacles of sex, race, and class in her way. But she got there. She's humble, grateful, down to earth, and funny as hell. She still cleans the toilet the way she was shown by a foster mom who worked as a maid, and she still rolls her joints the way one of her foster dads taught her. </p> <p>Tiffany can't avoid being funny: It's just who she is. But <i>The Last Black Unicorn</i> is so much more than a side-splittingly hilarious collection of essays - it's a memoir of the struggles of one woman who came from nothing and nowhere. A woman who was able to achieve her dreams by reveling in her pain and awkwardness, showing the world who she really is, and inspiring others through the power of laughter. </p>",Simon & Schuster Audio,False,,,4.686943,4.7672176,4.691142,51Rxdpf-OrL,False,12/5/2017 8:00:00AM,"Comedy & Humor, Entertainment & Celebrities",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/17/2017 6:34:40PM,B071XQJJWX,us,Accelerated Learning and Unlimited Memory Techniques and Strategies,Real Information from a Real Expert,Jimmy Cooper,Norman Gilligan,102,"<p>Do you or your child have difficulty learning? Would you like to improve your memory, increase your focus, eliminate distractions, and stop procrastinating? </p> <p>All these things are highly realistic goals and expectations that this book can help you reach. </p> <p>Have you ever heard the rumor that people only use 10% of their brains, and wondered how true that really is? You probably have. And there is some truth to it, but it's not entirely true because humans use much more than 10% of their brains. The statement should say that the average person only uses 10% of their brain's potential capabilities, which is absolutely true. Ten percent even seems like a stretch; I think it's lower than that. That doesn't speak to the lack of intelligence of humans, more so the incredible potential and capabilities of the human brain. </p> <p>The capacity of the human brain is limitless and unfathomable, and what a lot of people don't realize is that the brain is like any other muscle in the body in the way that it can be trained and worked to grow, improve, and become immensely superior than it was. But the difference is that muscles have a maximum genetic potential that they can reach, while the brain does not. Every single human has a brain that has the ability to be ""genius"", but many are not because they never train their brains to grow and become smart. There are many, many things that one can do to improve their cognitive abilities and we will cover much of it in this book. </p>",Jimmy Cooper,False,,,4.1538463,4.369565,4.177778,6137vMp5BtL,False,4/18/2017 9:20:00AM,"Psychology, Memory Improvement",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/17/2017 6:33:54PM,B01MSYC0IO,us,Mind Maps,"Quicker Notes, Better Memory, and Improved Learning 3.0",Kam Knight,Jeremy Vore,178,"<p>Mind mapping is a note-taking system which allows you to take better, faster, and more efficient notes. In conventional note-taking, you write down information line by line. With mind maps, you organize the information more in the form of a diagram, starting with a central key idea drawn in the center of the paper. </p> <p>In addition to enhancing your note taking skills, mind maps help you improve your studying, writing, presenting, brainstorming, and creative skills. It is one of the best note-taking skills anyone can learn. </p>",MindLily.com,True,,,4.5454545,4.6190476,4.5212765,51r4Q+C5IML,False,12/14/2016 10:42:00AM,Education,0,0,0,,NotLiberated,NotLiberated,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/17/2017 6:30:45PM,B01J6MHPO6,us,Unlimited Memory,"How to Use Advanced Learning Strategies to Learn Faster, Remember More and Be More Productive",Kevin Horsley,Dan Culhane,148,"<p><b>Kevin Horsley broke a world memory record in 2013....</b> </p> <p>And you're about to learn how to use his memory strategies to learn faster, be more productive, and achieve more success. </p> <p>Most people never tap in to 10 percent of their potential for memory. In this book you will learn how the world's top memory experts concentrate and remember any information at will and how you can, too </p> <p>Do you ever feel like you're too busy, too stressed, or just too distracted to concentrate and get work done? In <i>Unlimited Memory</i> you'll learn how the world's best memory masters get themselves to concentrate at will, anytime they want. When you can easily focus and concentrate on the task at hand and store and recall useful information, you can easily double your productivity and eliminate wasted time, stress, and mistakes at work. </p> <p>In this book you'll find all the tools, strategies, and techniques you need to improve your memory. </p>",TCK Publishing,True,,,4.4944253,4.552583,4.4550953,51-zAGeI4YL,False,7/28/2016 9:38:00PM,"Psychology, Memory Improvement, Decision-Making & Problem Solving, Social Sciences, Education & Learning",5,5,5,,NotLiberated,NotLiberated,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/15/2017 12:21:24AM,B06XKRF7TD,us,Make Your Bed,Little Things That Can Change Your Life...and Maybe the World,Admiral William H. McRaven,Admiral William H. McRaven,113,"<p>Based on a Navy SEAL's inspiring graduation speech, this number-one<i> New York Times</i> best seller of powerful life lessons ""should be read by every leader in America"" (<i>Wall Street Journal</i>). </p> <p>If you want to change the world, start off by making your bed. On May 17, 2014, Admiral William H. McRaven addressed the graduating class of the University of Texas at Austin on their Commencement day. Taking inspiration from the university's slogan, ""What starts here changes the world,"" he shared the ten principles he learned during Navy Seal training that helped him overcome challenges not only in his training and long Naval career, but also throughout his life; and he explained how anyone can use these basic lessons to change themselves - and the world - for the better. </p> <p>Admiral McRaven's original speech went viral with over 10 million views. Building on the core tenets laid out in his speech, McRaven now recounts tales from his own life and from those of people he encountered during his military service who dealt with hardship and made tough decisions with determination, compassion, honor, and courage. Told with great humility and optimism, this timeless book provides simple wisdom, practical advice, and words of encouragement that will inspire readers to achieve more, even in life's darkest moments. </p> <p>""Powerful."" (<i>USA Today</i>) </p> <p>""Full of captivating personal anecdotes from inside the national security vault."" (<i>Washington Post</i>)</p> <p>""Superb, smart, and succinct."" (<i>Forbes</i>)</p>",Hachette Audio,False,,,4.675569,4.697277,4.680817,51KlO8qld4L,False,4/4/2017 7:00:00AM,"Personal Success, Self-Esteem",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/11/2017 7:37:01PM,B0731R4RFX,us,Unfu*k Yourself,Get Out of Your Head and into Your Life,Gary John Bishop,Gary John Bishop,204,"<p><b><i>New York Times</i></b><b> best seller</b></p> <p>Joining the ranks of <i>The Life-Changing Magic of Not Giving a F*ck</i>, <i>The Subtle Art of Not Giving a F*ck</i>, <i>You Are a Badass</i>, and <i>F*ck Feelings</i> is this refreshing, BS-free self-empowerment guide that offers an honest, no-nonsense, tough-love approach to help you move past self-imposed limitations. </p> <p>Are you tired of feeling f*cked up? If you are, Gary John Bishop has the answer. In this straightforward handbook, he gives you the tools and advice you need to demolish the slag weighing you down and become the truly unf*cked version of yourself. ""Wake up to the miracle you are,"" he directs. ""Here's what you've forgotten: You're a f*cking miracle of being."" It isn't other people that are standing in your way; it isn't even your circumstances that are blocking your ability to thrive. It's yourself and the negative self-talk you keep telling yourself. </p> <p>In <i>Unf*ck Yourself</i>, Bishop leads you through a series of seven assertions: </p> <ul> <li>I am willing </li> <li>I am wired to win </li> <li>I got this </li> <li>I embrace the uncertainty </li> <li>I am not my thoughts; I am what I do </li> <li>I am relentless </li> <li>I expect nothing and accept everything </li> </ul> <p>Lead the life you were meant to have - <i>Unf*ck Yourself</i>. </p>",HarperAudio,False,Unfu*k Yourself," : Unfu*k Yourself",4.6514726,4.7032137,4.609949,51l9kZheEAL,False,8/1/2017 7:00:00AM,Personal Success,5,5,5,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/13/2023 4:57:31PM,1980095280,us,Music Is History,,"Ahmir Khalib Thompson, Questlove",Questlove,660,"<p><b>Best-selling author and Sundance award-winning director Questlove offers a thrilling, music-driven ride through the last 50 years of American history</b></p> <p>In <i>Music Is History</i>, best-selling author and Sundance award-winning director Questlove harnesses his encyclopedic knowledge of popular music and his deep curiosity about history to examine America over the past 50 years. Choosing one essential track from each year, Questlove unpacks each song’s significance, revealing the pivotal role that American music plays around issues of race, gender, politics, and identity.</p> <p><i>Music Is History</i> focuses on the years 1971 to the present, not only the country’s most complex and rewarding half-century when it comes to the ways that pop culture and culturally diverse history intersect and interact, but also the years that overlap with Questlove’s own life. <i>Music Is History</i> moves fluidly from the personal to the political, examining events closely and critically, to unpeel and uncover previously unseen dimensions, and encouraging listeners to do the same. Whether he is exploring how Black identity reshaped itself during the blaxploitation era, analyzing the assembly-line nature of disco and its hostility to Black genius, or remembering his own youth as a pop fan and what it taught him about America, Questlove finds the hidden connections in the American tapestry.</p> <p>Complete with playlists organized around personal, playful themes that touch on everything from the relationship of hip-hop to music’s past to the secret ingredient in all funk songs, <i>Music Is History </i>is filled with and informed by Questlove’s preferences, perspectives, and particularities. It feels like both a popular history of contemporary America and a conversation with one of music's most influential and unique voices.</p>","Recorded Books, Inc.",False,,,4.623656,4.797546,4.6049385,51C04SlzXcL,False,10/19/2021 7:00:00AM,History & Criticism,0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/19/2023 8:44:50PM,B09PM6BM3S,us,Stella Adler,The Art of Acting,Howard Kissel,Bonnie Agan,518,"<p>Stella Adler was one of the 20th Century's greatest figures. She is arguably the most important teacher of acting in American history. Over her long career, both in New York and Hollywood, she offered her vast acting knowledge to generations of actors, including Marlon Brando, Warren Beatty, and Robert De Niro. The great voice finally ended in the early 1990s. But, her decades of experience and teaching have been brilliantly captured and encapsulated by Howard Kissel, in the 22 lessons you'll hear in this audiobook.</p> <p>This brand-new audio edition of <i>The Art of Acting </i>is vibrantly narrated by Bonnie Agan.</p>","Echo Point Books & Media, LLC",False,,,4.755102,4.6578946,4.736842,41ubErqzZVL,False,1/4/2022 11:13:00PM,Entertainment & Performing Arts,0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/19/2023 2:33:15PM,1705242642,us,Winning through Intimidation,"How to Be the Victor, Not the Victim, in Business and in Life",Robert Ringer,Christopher Grove,420,"<p>Believe it or not, the results a person obtains are inversely proportionate to the degree to which he is intimidated; it's not what you say or do that counts, but what your posture is when you say or do it! Those who choose to be ostriches and believe they can wish away these realities invite an enormous amount of unnecessary pain and frustration into their lives. If you heed the truths set forth in <i>Winning through Intimidation</i>, there will be fewer occasions when you find yourself scratching your head and trying to figure out why a situation you thought you had under control ended up falling apart at the seams.  </p> <p>By learning and implementing the unique ideas, strategies, and techniques that Robert Ringer teaches in Winning Through Intimidation, you'll be in a position to join the millions of entrepreneurs, business owners, and individuals in all walks of life who have elevated their business and personal lives to a whole new level of success.  </p> <p>Find out for yourself why the realities set forth in this classic work have continued to inspire and elevate millions of listeners to a whole new level of success for more than three decades.</p>",Tantor Audio,False,,,4.69163,4.6666665,4.654054,51yZj6pDLGL,False,7/21/2020 7:00:00AM,"Career Success, Personal Success, Motivation & Self-Improvement, Self-Esteem, Negotiating",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/16/2023 8:54:34AM,0062872389,us,Stop Doing That Sh*t,End Self-Sabotage and Demand Your Life Back,Gary John Bishop,Gary John Bishop,281,"<p><b>Author of the </b><b><i>New York Times</i></b><b> and international best-seller </b><b><i>Unfu*k Yourself</i></b><b> Gary John Bishop presents a no-holds-barred guide to breaking through our cycles of self-sabotage to get what we want out of life. </b></p> <p>In <i>Unfu*k Yourself</i>, Gary John Bishop told us it was time to stop making excuses - to recognize and take responsibility for the negative self-talk holding us back. In <i>Stop Doing That Sh*t</i>, he builds on that message, teaching us how to stop self-sabotaging behavior. </p> <p>Bishop explains how our destructive cycles come down to the way we’re wired. He then identifies different types of people and the ways we f--k ourselves over: We can’t save money. We land in the same type of toxic relationship. We’re stuck in a rut at work. Analyzing why we act the way we do, including what our common grenades are that blow up our lives, Bishop then shows how we can interrupt the cycle and stop self-sabotaging our lives. </p> <p>Authored in the same in-your-face style as <i>Unfu*k Yourself</i>,<i> Stop Doing That Sh*t</i> will help us get in touch with our psychological machinery so we learn to interrupt negative thoughts and behavior before they start, allowing us to give our attention to something else, and start to find success in the areas we thought we never could. </p> <p>We can take back our lives. We may have f--ked up in the past, but <i>Stop Doing That Sh*t</i> will show us how to break the patterns in order to live the lives we yearn to have.</p>",HarperAudio,False,Unfu*k Yourself," : Unfu*k Yourself",4.7519116,4.831165,4.7331734,51E+Sdujc9L,False,5/7/2019 7:00:00AM,"Personal Success, Motivation & Self-Improvement",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
